采购订单号,供应商代码,供应商名称,供应商等级,物料代码,物料名称,类型,单位,订单数量,单价,总金额,下单日期,预计交付日期,实际交付日期,状态,交期天数,备注
PO2026115766,SUP029,南昌华翔电子,A级,M0176,锂电池 聚合物3000mAh v3,半成品,块,1500,119.19,178785,2026/1/8,2026/2/7,,生产中,30,供应商正在生产
PO2026121000,SUP029,南昌华翔电子,A级,M0244,NFC芯片 PN532,原材料,片,3000,16.85,50550,2026/3/21,2026/4/18,,部分到货,28,
PO2026063449,SUP002,东莞鑫盛塑胶,B级,M0014,LoRa模块,原材料,个,500,27.29,13645,2026/1/27,2026/3/3,2026/3/7,已完成,35,已转入可用库存
PO2026035759,SUP012,大连远东科技,B级,P0001,智能音箱 A,成品,台,50,358.28,17914,2026/5/28,2026/6/25,,生产中,28,定制件制造阶段
PO2026077337,SUP009,成都科创电子,C级,P0090,智能除湿机,成品,台,200,676.09,135218,2026/4/4,2026/4/19,,已发货,15,物流运输中-海运
PO2026035350,SUP032,南宁南国电子,C级,M0054,螺母 M3,原材料,颗,2000,44.62,89240,2026/5/17,2026/6/1,,生产中,15,关键物料加工中
PO2026036612,SUP010,重庆渝兴机械,B级,M0158,整流二极管 v3,半成品,颗,2000,71.14,142280,2026/4/23,2026/5/7,,已下达,14,
PO2026122216,SUP002,东莞鑫盛塑胶,B级,M0079,电源模块 5V2A v2,原材料,个,1000,30.27,30270,2026/3/12,2026/3/19,,草稿,7,
PO2026059353,SUP003,上海精密机械,A级,M0208,电感线圈 10μH 绕线,原材料,颗,2000,10.99,21980,2026/3/29,2026/4/8,,部分发货,10,
PO2026111751,SUP018,无锡精密机械,A级,P0073,智能电饭煲,成品,台,500,2085.41,1042705,2026/1/13,2026/2/7,,已确认,25,供应商已确认交期
PO2026047195,SUP024,哈尔滨北方机械,C级,M0088,贴片电阻 10kΩ v2,原材料,颗,500,10.66,5330,2026/3/3,2026/3/13,2026/3/15,已完成,10,批次检验通过
PO2026073197,SUP004,广州恒达金属,C级,M0092,晶振 32.768kHz v2,原材料,颗,1500,37.19,55785,2026/4/19,2026/5/19,,已确认,30,物料生产排程中
PO2026079312,SUP008,武汉华工科技,B级,M0199,ARM Cortex-A53芯片 v4,半成品,片,2000,97.63,195260,2026/3/27,2026/4/17,,生产中,21,关键物料加工中
PO2026055755,SUP014,厦门恒信光电,A级,M0065,ABS塑料外壳 v2,原材料,个,2000,47.94,95880,2026/3/9,2026/3/16,,待处理,7,
PO2026120447,SUP011,天津北方电子,A级,M0018,LED灯珠 RGB,原材料,颗,500,29.74,14870,2026/4/7,2026/4/27,,已确认,20,供应商已确认交期
PO2026014874,SUP027,石家庄华北科技,C级,M0030,整流二极管,原材料,颗,1000,117.6,117600,2026/2/17,2026/2/24,2026/2/28,已发货,7,海关报关处理中
PO2026062042,SUP025,长春一汽配件,A级,P0009,智能插排 4位,成品,个,300,714.32,214296,2026/2/15,2026/3/12,,已确认,25,供应商已确认交期
PO2026068570,SUP023,济南恒泰科技,B级,M0221,光耦 TLP181 高速,原材料,颗,1000,10.74,10740,2026/3/11,2026/4/8,2026/4/7,已发货,28,物流运输中-海运
PO2026030538,SUP003,上海精密机械,A级,M0254,存储芯片 AT24C256 EEPROM,原材料,片,1500,11.15,16725,2026/6/25,2026/6/30,2026/6/29,已完成,5,已转入可用库存
PO2026039198,SUP017,宁波华通电子,B级,M0239,触摸屏 G+F 14寸,原材料,块,2500,166.17,415425,2026/6/2,2026/7/17,,已确认,45,物料生产排程中
PO2026099281,SUP026,沈阳航天电子,B级,M0099,包装彩盒(小) v2,原材料,个,2000,154.78,309560,2026/2/12,2026/3/5,,部分发货,21,
PO2026011345,SUP026,沈阳航天电子,B级,M0249,5G模组 RM500Q,原材料,个,3000,304.37,913110,2026/6/20,2026/8/4,,生产中,45,关键物料加工中
PO2026048236,SUP034,呼和浩特北方电子,C级,P0066,智能充电宝 20000mAh,成品,台,50,343.91,17195.5,2026/1/17,2026/2/21,,已下达,35,
PO2026115736,SUP010,重庆渝兴机械,B级,M0089,贴片电阻 1kΩ v2,原材料,颗,1000,79.7,79700,2026/4/4,2026/4/14,,已下达,10,
PO2026088091,SUP003,上海精密机械,A级,M0172,显示屏 OLED 0.96寸 v3,半成品,块,800,135.57,108456,2026/5/15,2026/6/19,,草稿,35,
PO2026113968,SUP012,大连远东科技,B级,P0023,情景开关 4键,成品,个,200,874.77,174954,2026/6/24,2026/7/19,,已确认,25,质量检验标准已确认
PO2026056714,SUP018,无锡精密机械,A级,M0018,LED灯珠 RGB,原材料,颗,5000,26.59,132950,2026/2/13,2026/3/3,,待处理,18,
PO2026126004,SUP020,福州东南电子,B级,M0167,电源线 3m v3,半成品,根,500,34.2,17100,2026/3/5,2026/3/17,,部分到货,12,
PO2026107682,SUP009,成都科创电子,C级,M0029,晶振 24MHz,原材料,颗,500,28.38,14190,2026/3/18,2026/4/15,,已确认,28,物料生产排程中
PO2026126317,SUP003,上海精密机械,A级,P0014,智能门锁 Pro,成品,把,200,933.07,186614,2026/4/8,2026/4/15,,待处理,7,
PO2026107001,SUP024,哈尔滨北方机械,C级,P0039,智能耳机 TWS,成品,副,200,393.42,78684,2026/5/31,2026/6/30,,草稿,30,
PO2026053251,SUP030,贵阳西南科技,C级,M0251,MCU单片机 GD32F103C8T6,原材料,片,5000,13.25,66250,2026/6/8,2026/7/6,,已确认,28,质量检验标准已确认
PO2026015410,SUP014,厦门恒信光电,A级,M0006,FPC柔性排线,原材料,根,1500,11.74,17610,2026/2/13,2026/2/25,2026/2/26,已完成,12,已转入可用库存
PO2026074400,SUP021,西安华创科技,A级,P0070,智能台灯 护眼版,成品,台,1000,236.11,236110,2026/3/17,2026/4/7,,已发货,21,国内转运途中
PO2026021394,SUP003,上海精密机械,A级,M0300,IC芯片 RTD2171 DP转HDMI,原材料,片,2000,48.13,96260,2026/4/11,2026/5/11,,已下达,30,
PO2026036624,SUP005,苏州佳美电子,A级,M0249,5G模组 RM500Q,原材料,个,5000,265.73,1328650,2026/5/6,2026/5/27,,已确认,21,物料生产排程中
PO2026035696,SUP011,天津北方电子,A级,P0009,智能插排 4位,成品,个,800,690.54,552432,2026/5/29,2026/6/5,,已确认,7,物料生产排程中
PO2026052288,SUP010,重庆渝兴机械,B级,P0066,智能充电宝 20000mAh,成品,台,100,416.36,41636,2026/6/5,2026/6/15,2026/6/16,已完成,10,质检合格入库
PO2026029044,SUP022,郑州中原电子,C级,M0227,插座 音频耳机座 3.5mm,原材料,个,5000,13.08,65400,2026/4/10,2026/4/17,,生产中,7,关键物料加工中
PO2026067940,SUP011,天津北方电子,A级,M0083,LED灯珠 暖白3000K v2,原材料,颗,3000,33.92,101760,2026/4/4,2026/5/19,,生产中,45,供应商正在生产
PO2026093860,SUP028,太原重工机械,B级,M0224,排针 2.54mm 2x40P,原材料,个,500,12,6000,2026/5/24,2026/6/5,,已下达,12,
PO2026114631,SUP033,海口南海科技,B级,M0025,贴片电阻 1kΩ,原材料,颗,1000,149.32,149320,2026/2/19,2026/3/11,,生产中,20,供应商正在生产
PO2026071842,SUP037,银川西夏科技,B级,M0181,螺丝 M3*8 不锈钢 v3,半成品,颗,500,27.48,13740,2026/4/17,2026/5/8,,已确认,21,质量检验标准已确认
PO2026118482,SUP035,乌鲁木齐天山科技,B级,M0013,Zigbee模块,原材料,个,500,141.23,70615,2026/4/5,2026/4/23,,已确认,18,物料生产排程中
PO2026010414,SUP012,大连远东科技,B级,M0026,贴片电阻 100Ω,原材料,颗,5000,123.95,619750,2026/4/4,2026/4/9,,部分到货,5,
PO2026126704,SUP002,东莞鑫盛塑胶,B级,P0038,智能手表,成品,个,200,1062.87,212574,2026/1/2,2026/1/27,,已下达,25,
PO2026013848,SUP029,南昌华翔电子,A级,M0114,继电器 5V v2,原材料,个,5000,47.26,236300,2026/2/6,2026/3/6,,待处理,28,
PO2026084730,SUP012,大连远东科技,B级,M0231,保险丝 3.15A 250V,原材料,个,2000,12.98,25960,2026/2/28,2026/3/25,,已下达,25,
PO2026036679,SUP033,海口南海科技,B级,P0073,智能电饭煲,成品,台,500,1989.07,994535,2026/5/27,2026/6/11,,已确认,15,供应商已确认交期
PO2026086826,SUP009,成都科创电子,C级,P0075,智能扫地机器人,成品,台,500,513.34,256670,2026/3/5,2026/3/23,,部分发货,18,
PO2026093511,SUP020,福州东南电子,B级,M0073,MCU STM32F103 v2,原材料,片,500,131.3,65650,2026/2/14,2026/3/21,2026/3/27,已完成,35,质检合格入库
PO2026068231,SUP027,石家庄华北科技,C级,M0054,螺母 M3,原材料,颗,500,49.05,24525,2026/1/7,2026/2/1,2026/1/29,已发货,25,国内转运途中
PO2026108754,SUP004,广州恒达金属,C级,M0288,焊锡膏 Sn63/Pb37 有铅,原材料,罐,1500,131.98,197970,2026/2/23,2026/3/7,,已确认,12,物料生产排程中
PO2026037170,SUP018,无锡精密机械,A级,M0076,蓝牙模块 BLE5.2 v2,原材料,个,5000,52.1,260500,2026/2/2,2026/2/12,,生产中,10,关键物料加工中
PO2026104244,SUP025,长春一汽配件,A级,M0070,FPC柔性排线 v2,原材料,根,2000,99.84,199680,2026/2/4,2026/3/6,,部分发货,30,
PO2026127936,SUP012,大连远东科技,B级,M0092,晶振 32.768kHz v2,原材料,颗,1000,31.65,31650,2026/3/22,2026/4/6,,已下达,15,
PO2026060823,SUP007,南京盛达光电,A级,P0086,智能护眼仪,成品,台,300,863.39,259017,2026/5/29,2026/6/10,2026/6/14,已发货,12,国内转运途中
PO2026055923,SUP006,杭州明远科技,B级,M0050,继电器 5V,原材料,个,3000,12.5,37500,2026/3/28,2026/5/12,,部分发货,45,
PO2026026916,SUP035,乌鲁木齐天山科技,B级,M0003,铝合金散热片,原材料,片,2000,69.8,139600,2026/3/17,2026/5/1,,部分到货,45,
PO2026061741,SUP013,青岛海润电子,C级,M0116,螺丝 M2*6 不锈钢 v2,原材料,颗,2500,31.32,78300,2026/1/2,2026/2/1,2026/2/3,已完成,30,批次检验通过
PO2026039421,SUP026,沈阳航天电子,B级,M0208,电感线圈 10μH 绕线,原材料,颗,3000,11.41,34230,2026/5/3,2026/5/10,2026/5/8,已完成,7,质检合格入库
PO2026042206,SUP001,深圳华腾电子,A级,P0038,智能手表,成品,个,300,978.46,293538,2026/5/27,2026/6/3,,部分到货,7,
PO2026028804,SUP026,沈阳航天电子,B级,M0135,ARM Cortex-A53芯片 v3,原材料,片,1500,149.98,224970,2026/1/14,2026/2/18,,已确认,35,供应商已确认交期
PO2026047089,SUP033,海口南海科技,B级,M0298,存储芯片 SPI NOR Flash 16Mb,原材料,片,1500,13.49,20235,2026/1/17,2026/2/4,,生产中,18,关键物料加工中
PO2026126890,SUP024,哈尔滨北方机械,C级,P0033,智能除湿机,成品,台,200,1103.08,220616,2026/5/29,2026/6/5,2026/6/8,已完成,7,批次检验通过
PO2026107257,SUP004,广州恒达金属,C级,M0208,电感线圈 10μH 绕线,原材料,颗,3000,11.05,33150,2026/2/20,2026/3/10,,已确认,18,物料生产排程中
PO2026059374,SUP037,银川西夏科技,B级,P0087,智能香薰机,成品,台,1000,398.67,398670,2026/6/25,2026/7/2,2026/7/9,已发货,7,物流运输中-海运
PO2026014407,SUP017,宁波华通电子,B级,M0101,EVA衬垫 v2,原材料,片,1000,11.39,11390,2026/1/27,2026/3/13,,已确认,45,质量检验标准已确认
PO2026073237,SUP032,南宁南国电子,C级,M0062,扬声器 3W,原材料,个,2000,25.22,50440,2026/3/11,2026/4/10,2026/4/9,已完成,30,质检合格入库
PO2026023047,SUP020,福州东南电子,B级,P0049,智能冰箱,成品,台,100,2101.16,210116,2026/1/28,2026/3/4,,部分发货,35,
PO2026107858,SUP033,海口南海科技,B级,M0099,包装彩盒(小) v2,原材料,个,500,145.55,72775,2026/6/24,2026/7/19,,草稿,25,
PO2026044217,SUP014,厦门恒信光电,A级,M0228,继电器 HF46F 5V,原材料,个,500,11.86,5930,2026/1/26,2026/1/31,,部分到货,5,
PO2026105986,SUP016,佛山顺德塑胶,A级,M0277,密封圈 硅胶O型圈,原材料,个,3000,12.18,36540,2026/1/4,2026/1/25,,部分发货,21,
PO2026042758,SUP007,南京盛达光电,A级,M0243,指纹模块 电容式,原材料,个,500,32.48,16240,2026/2/23,2026/3/25,2026/3/25,已完成,30,质检合格入库
PO2026066988,SUP013,青岛海润电子,C级,P0057,智能温控器,成品,台,800,1149.74,919792,2026/2/27,2026/3/6,,部分发货,7,
PO2026029920,SUP005,苏州佳美电子,A级,P0045,智能微波炉,成品,台,300,759.74,227922,2026/2/20,2026/3/27,,已确认,35,供应商已确认交期
PO2026081395,SUP023,济南恒泰科技,B级,P0051,智能门锁 Pro,成品,台,1000,1192.48,1192480,2026/2/24,2026/3/8,2026/3/7,已完成,12,质检合格入库
PO2026064960,SUP032,南宁南国电子,C级,M0056,弹簧 压缩,原材料,个,5000,118.15,590750,2026/5/27,2026/6/6,,部分发货,10,
PO2026030535,SUP035,乌鲁木齐天山科技,B级,M0204,电解电容 470μF 16V,原材料,颗,1000,12.21,12210,2026/6/15,2026/7/10,2026/7/15,已完成,25,质检合格入库
PO2026120681,SUP033,海口南海科技,B级,M0089,贴片电阻 1kΩ v2,原材料,颗,1500,76.08,114120,2026/1/31,2026/2/28,,生产中,28,供应商正在生产
PO2026101639,SUP037,银川西夏科技,B级,P0079,智能鱼缸,成品,台,800,1515.58,1212464,2026/1/22,2026/2/9,,部分发货,18,
PO2026064807,SUP013,青岛海润电子,C级,P0006,智能灯带 2m,成品,条,50,470.75,23537.5,2026/3/24,2026/4/5,,部分发货,12,
PO2026061636,SUP014,厦门恒信光电,A级,M0103,电源线 3m v2,原材料,根,2500,69.29,173225,2026/1/29,2026/3/5,,已下达,35,
PO2026084765,SUP006,杭州明远科技,B级,M0198,FPC柔性排线 v4,半成品,根,1000,129.56,129560,2026/1/3,2026/1/18,,已确认,15,质量检验标准已确认
PO2026047417,SUP002,东莞鑫盛塑胶,B级,P0050,智能空调,成品,台,300,2992.38,897714,2026/6/27,2026/8/11,,已下达,45,
PO2026081282,SUP032,南宁南国电子,C级,M0066,PC透明罩 v2,原材料,个,3000,128.32,384960,2026/1/2,2026/1/20,,部分到货,18,
PO2026063922,SUP012,大连远东科技,B级,M0040,USB数据线 Type-C,原材料,根,500,12.12,6060,2026/5/16,2026/6/30,2026/6/27,已发货,45,国内转运途中
PO2026116355,SUP029,南昌华翔电子,A级,P0019,烟雾报警器,成品,个,100,503.19,50319,2026/4/20,2026/5/10,,已取消,20,
PO2026014471,SUP036,兰州黄河电子,A级,M0046,触摸面板 电容式,原材料,块,2000,34.28,68560,2026/2/20,2026/2/27,,部分到货,7,
PO2026026178,SUP036,兰州黄河电子,A级,M0228,继电器 HF46F 5V,原材料,个,3000,11.86,35580,2026/6/26,2026/7/17,,已确认,21,供应商已确认交期
PO2026058052,SUP001,深圳华腾电子,A级,M0133,PCB副板 v3,原材料,块,5000,145.66,728300,2026/6/5,2026/7/20,,已下达,45,
PO2026065645,SUP008,武汉华工科技,B级,M0127,麦克风 MEMS v2,原材料,个,2000,126.18,252360,2026/3/25,2026/4/29,,草稿,35,
PO2026071685,SUP008,武汉华工科技,B级,M0223,连接器 HDMI接口,原材料,个,1500,12.62,18930,2026/5/19,2026/7/3,,部分发货,45,
PO2026050801,SUP030,贵阳西南科技,C级,M0117,螺丝 M3*8 不锈钢 v2,原材料,颗,1000,47.66,47660,2026/5/3,2026/5/18,,已确认,15,供应商已确认交期
PO2026086852,SUP004,广州恒达金属,C级,P0002,智能音箱 B,成品,台,500,256.07,128035,2026/3/8,2026/3/18,,已确认,10,质量检验标准已确认
PO2026111014,SUP023,济南恒泰科技,B级,P0016,温湿度传感器,成品,个,300,582.17,174651,2026/6/23,2026/7/23,,待处理,30,
PO2026095409,SUP021,西安华创科技,A级,P0031,智能温控器,成品,个,100,635.67,63567,2026/5/14,2026/5/24,,已下达,10,
PO2026042435,SUP028,太原重工机械,B级,P0017,人体感应器 PIR,成品,个,300,827.43,248229,2026/3/21,2026/4/2,2026/4/9,已完成,12,批次检验通过
PO2026115977,SUP007,南京盛达光电,A级,P0017,人体感应器 PIR,成品,个,1000,846.97,846970,2026/4/30,2026/5/18,,已下达,18,
PO2026068386,SUP037,银川西夏科技,B级,M0201,贴片电容 0402 100nF,原材料,颗,1000,10.93,10930,2026/6/15,2026/7/15,,已取消,30,
PO2026047992,SUP027,石家庄华北科技,C级,P0069,智能音箱 Mini,成品,台,100,946.72,94672,2026/2/15,2026/3/8,,生产中,21,定制件制造阶段
PO2026027561,SUP028,太原重工机械,B级,M0060,NFC天线,原材料,个,1500,122.89,184335,2026/6/13,2026/6/28,,部分到货,15,
PO2026065687,SUP018,无锡精密机械,A级,M0100,珍珠棉内托 v2,原材料,个,1500,132.16,198240,2026/4/19,2026/5/17,,生产中,28,关键物料加工中
PO2026105520,SUP009,成都科创电子,C级,M0258,光线传感器 BH1750,原材料,个,2500,11.29,28225,2026/4/16,2026/4/28,2026/5/4,已发货,12,物流运输中-海运
PO2026127565,SUP010,重庆渝兴机械,B级,P0083,智能血氧仪,成品,台,500,1395.53,697765,2026/6/27,2026/7/25,,已确认,28,质量检验标准已确认
PO2026089510,SUP020,福州东南电子,B级,M0105,传感器模块 温湿度 v2,原材料,个,1000,82.35,82350,2026/5/25,2026/6/24,,待处理,30,
PO2026031167,SUP017,宁波华通电子,B级,M0183,弹簧 拉伸 v3,半成品,个,800,141.88,113504,2026/1/9,2026/2/3,,已确认,25,供应商已确认交期
PO2026072409,SUP010,重庆渝兴机械,B级,M0160,MOSFET NMOS v3,半成品,颗,1500,40.46,60690,2026/4/3,2026/4/23,,已确认,20,供应商已确认交期
PO2026050371,SUP024,哈尔滨北方机械,C级,P0095,智能燃气报警器,成品,台,100,236.84,23684,2026/6/27,2026/7/17,,部分到货,20,
PO2026080324,SUP024,哈尔滨北方机械,C级,M0103,电源线 3m v2,原材料,根,1500,68.58,102870,2026/4/21,2026/5/9,2026/5/9,已完成,18,质检合格入库
PO2026017419,SUP029,南昌华翔电子,A级,P0038,智能手表,成品,个,500,1154.31,577155,2026/5/6,2026/5/21,,待处理,15,
PO2026110008,SUP002,东莞鑫盛塑胶,B级,M0299,电源管理IC BQ24075 充电IC,原材料,片,2000,12.61,25220,2026/4/1,2026/5/6,,已发货,35,物流运输中-海运
PO2026104636,SUP032,南宁南国电子,C级,M0012,蓝牙模块 BLE5.2,原材料,个,1000,25.96,25960,2026/2/28,2026/3/14,2026/3/16,已完成,14,质检合格入库
PO2026120685,SUP008,武汉华工科技,B级,M0140,蓝牙模块 BLE5.2 v3,原材料,个,3000,24.08,72240,2026/5/8,2026/5/13,,生产中,5,供应商正在生产
PO2026102483,SUP004,广州恒达金属,C级,M0072,ARM Cortex-A35芯片 v2,原材料,片,2500,10.93,27325,2026/3/23,2026/3/30,2026/3/27,已发货,7,国内转运途中
PO2026012939,SUP023,济南恒泰科技,B级,M0300,IC芯片 RTD2171 DP转HDMI,原材料,片,500,44.91,22455,2026/1/24,2026/2/7,,生产中,14,定制件制造阶段
PO2026117304,SUP037,银川西夏科技,B级,M0091,电感器 10μH v2,原材料,颗,500,98.15,49075,2026/4/5,2026/4/20,,待处理,15,
PO2026088258,SUP002,东莞鑫盛塑胶,B级,M0097,包装彩盒(大) v2,原材料,个,1500,117.35,176025,2026/5/7,2026/5/22,,生产中,15,定制件制造阶段
PO2026055134,SUP035,乌鲁木齐天山科技,B级,M0193,ABS塑料外壳 v4,半成品,个,800,16.1,12880,2026/4/8,2026/4/20,,已下达,12,
PO2026049144,SUP020,福州东南电子,B级,M0279,说明书 用户手册 A5铜版,原材料,本,3000,13.1,39300,2026/3/29,2026/4/5,,生产中,7,供应商正在生产
PO2026013395,SUP019,合肥创新科技,C级,P0052,智能摄像头 360,成品,台,500,816.5,408250,2026/1/14,2026/2/4,,已下达,21,
PO2026023416,SUP008,武汉华工科技,B级,M0022,电解电容 220μF,原材料,颗,2000,16.08,32160,2026/4/14,2026/5/12,2026/5/20,已发货,28,海关报关处理中
PO2026059530,SUP013,青岛海润电子,C级,M0022,电解电容 220μF,原材料,颗,1500,15.5,23250,2026/5/25,2026/6/6,2026/6/4,已完成,12,已转入可用库存
PO2026087932,SUP013,青岛海润电子,C级,P0099,智能网关 Hub,成品,台,100,1571.57,157157,2026/6/25,2026/7/23,,已下达,28,
PO2026120696,SUP030,贵阳西南科技,C级,P0094,智能水浸传感器,成品,台,50,847.94,42397,2026/2/8,2026/3/25,2026/3/30,已完成,45,批次检验通过
PO2026031508,SUP002,东莞鑫盛塑胶,B级,M0197,PCB副板 v4,半成品,块,1000,85.83,85830,2026/5/26,2026/6/5,2026/6/8,已完成,10,质检合格入库
PO2026088537,SUP006,杭州明远科技,B级,M0059,RFID标签 无源,原材料,个,3000,30.79,92370,2026/1/7,2026/1/28,,已发货,21,国内转运途中
PO2026033860,SUP036,兰州黄河电子,A级,M0278,彩盒 笔记本包装盒 14寸,原材料,个,1000,20.8,20800,2026/5/28,2026/6/25,,生产中,28,关键物料加工中
PO2026012301,SUP023,济南恒泰科技,B级,P0044,智能压力锅,成品,台,300,699.89,209967,2026/3/23,2026/4/4,2026/4/5,已发货,12,海关报关处理中
PO2026111046,SUP013,青岛海润电子,C级,M0036,珍珠棉内托,原材料,个,1500,42.89,64335,2026/4/26,2026/5/26,,已下达,30,
PO2026074080,SUP037,银川西夏科技,B级,P0004,智能灯泡 RGB,成品,个,800,247.39,197912,2026/3/20,2026/4/24,,草稿,35,
PO2026033794,SUP017,宁波华通电子,B级,M0258,光线传感器 BH1750,原材料,个,2500,10.93,27325,2026/2/27,2026/3/6,,生产中,7,关键物料加工中
PO2026061234,SUP021,西安华创科技,A级,M0134,FPC柔性排线 v3,原材料,根,500,82.3,41150,2026/6/3,2026/7/1,,草稿,28,
